site_code,plot_id,transect,abund,genus_species
OCDA_BA2S,OCDA_BA2S_P3,3,3,Plectroglyphidodon lacrymatus
OCDA_BA2S,OCDA_BA2S_P2,2,1,Plectroglyphidodon lacrymatus
OCDA_BA2S,OCDA_BA2S_P1,1,1,Plectroglyphidodon lacrymatus
OCDA_BA2S,OCDA_BA2S_P1,1,150,Cirrhilabrus punctatus
PAPE_FR1S,PAPE_FR1S_P2,2,24,Pomacentrus moluccensis
PAPE_FR1S,PAPE_FR1S_P1,1,1,Stegastes apicalis
PAPE_FR1S,PAPE_FR1S_P1,1,2,Acanthochromis polyacanthus
PAPE_FR1S,PAPE_FR1S_P3,3,1,Neoglyphidodon melas
PAOR_FL1S,PAOR_FL1S_P1,1,43,Pomacentrus moluccensis
OCDA_FL1D,OCDA_FL1D_P3,3,3,Pomacentrus moluccensis
OCDA_FL1D,OCDA_FL1D_P4,4,4,Pomacentrus brachialis
OCDA_FL1D,OCDA_FL1D_P4,4,1,Amblyglyphidodon curacao
OCDA_FL1D,OCDA_FL1D_P2,2,4,Amblyglyphidodon leucogaster
OCDA_FL1D,OCDA_FL1D_P2,2,1,Chrysiptera talboti
PAOR_FL1S,PAOR_FL1S_P3,3,41,Pomacentrus moluccensis
PAOR_FL1S,PAOR_FL1S_P1,1,1,Pomacentrus wardi
PAOR_FL1D,PAOR_FL1D_P4,4,1,Stegastes apicalis
PAOR_FL1D,PAOR_FL1D_P3,3,6,Stegastes apicalis
OCDA_FL1D,OCDA_FL1D_P2,2,3,Acanthochromis polyacanthus
OCDA_FL1D,OCDA_FL1D_P1,1,3,Pomacentrus chrysurus
OCDA_FL1S,OCDA_FL1S_P4,4,13,Pomacentrus lepidogenys
OCDA_FL1S,OCDA_FL1S_P2,2,4,Pomacentrus brachialis
OCDA_FL1S,OCDA_FL1S_P1,1,7,Pomacentrus brachialis
PAPE_BA2S,PAPE_BA2S_P2,2,1,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P1,1,4,Pomacentrus chrysurus
PAPE_BA2S,PAPE_BA2S_P3,3,5,Pomacentrus nagasakiensis
PAPE_BA2S,PAPE_BA2S_P3,3,1,Acanthochromis polyacanthus
PAPE_BA2S,PAPE_BA2S_P2,2,70,Neopomacentrus azysron
PAPE_BA2S,PAPE_BA2S_P2,2,4,Chrysiptera rollandi
OCDA_FL1S,OCDA_FL1S_P4,4,1,Amblyglyphidodon curacao
OCDA_FL1S,OCDA_FL1S_P3,3,1,Amblyglyphidodon curacao
OCDA_FL1S,OCDA_FL1S_P3,3,1,Stegastes apicalis
OCDA_FL1S,OCDA_FL1S_P3,3,20,Chromis atripectoralis
OCDA_FL1S,OCDA_FL1S_P1,1,4,Amphiprion melanopus
PAPE_FR1D,PAPE_FR1D_P3,3,1,Acanthochromis polyacanthus
PAPE_FR1D,PAPE_FR1D_P3,3,1,Pomacentrus wardi
PAPE_FR1D,PAPE_FR1D_P2,2,2,Pomacentrus wardi
PAPE_FR1D,PAPE_FR1D_P3,3,5,Stegastes apicalis
PAPE_FR1D,PAPE_FR1D_P2,2,4,Pomacentrus spp
OCLB_BA1S,OCLB_BA1S_P3,3,5,Pomacentrus brachialis
OCLB_BA1S,OCLB_BA1S_P4,4,13,Pomacentrus moluccensis
OCLB_BA1S,OCLB_BA1S_P1,1,3,Pomacentrus moluccensis
OCLB_BA1S,OCLB_BA1S_P3,3,3,Pomacentrus coelestis
OCLB_BA1S,OCLB_BA1S_P3,3,2,Chrysiptera rollandi
OCLB_BA1S,OCLB_BA1S_P2,2,1,Neoglyphidodon polyacanthus
PAPE_BA1S,PAPE_BA1S_P1,1,21,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P1,1,1,Chromis atripectoralis
PAPE_BA1S,PAPE_BA1S_P4,4,2,Amblyglyphidodon curacao
PAPE_BA1S,PAPE_BA1S_P3,3,1,Amblyglyphidodon curacao
PAPE_BA1S,PAPE_BA1S_P2,2,6,Amblyglyphidodon curacao
PAPE_BA1S,PAPE_BA1S_P3,3,1,Dischistodus prosopotaenia
OCLB_FL1S,OCLB_FL1S_P1,1,12,Pomacentrus brachialis
OCLB_FL1S,OCLB_FL1S_P3,3,11,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P1,1,30,Pomacentrus moluccensis
OCLB_FL1S,OCLB_FL1S_P4,4,1,Pomacentrus lepidogenys
PAPE_BA1S,PAPE_BA1S_P4,4,4,Pomacanthus spp
PAPE_BA1S,PAPE_BA1S_P2,2,2,Pomacanthus spp
PAPE_BA1S,PAPE_BA1S_P2,2,1,Neoglyphidodon melas
PAPE_BA1S,PAPE_BA1S_P3,3,1,Chrysiptera rollandi
PAPE_BA1D,PAPE_BA1D_P4,4,6,Pomacentrus nagasakiensis
PAPE_BA1D,PAPE_BA1D_P2,2,2,Chrysiptera rollandi
PAPE_BA1D,PAPE_BA1D_P2,2,3,Chrysiptera rollandi
PAPE_BA1D,PAPE_BA1D_P1,1,1,Chrysiptera rollandi
PAPE_BA1D,PAPE_BA1D_P3,3,1,Pomacentrus spp
OCLB_FL1S,OCLB_FL1S_P4,4,3,Chrysiptera talboti
OCLB_FL1S,OCLB_FL1S_P4,4,1,Dischistodus melanotus
OCLB_FL1S,OCLB_FL1S_P1,1,1,Acanthochromis polyacanthus
OCLB_FL1S,OCLB_FL1S_P2,2,3,Chromis ternatensis
PAPE_BA2D,PAPE_BA2D_P1,1,3,Pomacentrus nagasakiensis
PAPE_BA2D,PAPE_BA2D_P4,4,1,Amblyglyphidodon curacao
PAPE_BA2D,PAPE_BA2D_P4,4,1,Pomacentrus chrysurus
OCLB_LA1S,OCLB_LA1S_P2,2,3,Pomacentrus amboinensis
OCLB_LA1S,OCLB_LA1S_P2,2,1,Dischistodus melanotus
OCLB_LA1S,OCLB_LA1S_P4,4,3,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P1,1,6,Dascyllus aruanus
OCLB_LA1S,OCLB_LA1S_P1,1,8,Dascyllus aruanus
OCLB_LA1S,OCLB_LA1S_P4,4,2,Neoglyphidodon polyacanthus
OCDA_FR2D,OCDA_FR2D_P2,2,6,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P1,1,1,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P1,1,16,Pomacentrus lepidogenys
OCDA_FR2D,OCDA_FR2D_P2,2,2,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P1,1,30,Chromis atripectoralis
OCDA_LA1S,OCDA_LA1S_P4,4,2,Dischistodus pseudochrysopoecilus
OCDA_LA1S,OCDA_LA1S_P3,3,1,Dischistodus melanotus
OCDA_FR2D,OCDA_FR2D_P2,2,1,Pomacentrus brachialis
OCDA_FR2D,OCDA_FR2D_P1,1,1,Chrysiptera talboti
OCDA_FR2D,OCDA_FR2D_P2,2,1,Pomacentrus coelestis
OCDA_FR2D,OCDA_FR2D_P1,1,1,Pomacentrus coelestis
OCDA_FR2D,OCDA_FR2D_P2,2,1,Neoglyphidodon nigroris
OCDA_LA1S,OCDA_LA1S_P2,2,1,Dischistodus melanotus
OCDA_LA1S,OCDA_LA1S_P2,2,1,Dischistodus melanotus
OCDA_LA1S,OCDA_LA1S_P1,1,2,Dischistodus melanotus
OCDA_LA1S,OCDA_LA1S_P1,1,2,Dischistodus melanotus
OCDA_LA1S,OCDA_LA1S_P1,1,6,Pomacentrus moluccensis
OCDA_LA1S,OCDA_LA1S_P3,3,1,Pomacentrus chrysurus
OCDA_LA1S,OCDA_LA1S_P3,3,1,Pomacentrus chrysurus
OCDA_LA1S,OCDA_LA1S_P2,2,3,Neoglyphidodon polyacanthus
OCDA_LA1S,OCDA_LA1S_P1,1,1,Acanthochromis polyacanthus
OCDA_FR2S,OCDA_FR2S_P2,2,1,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P2,2,2,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P1,1,4,Pomacentrus moluccensis
OCDA_FR2S,OCDA_FR2S_P3,3,29,Pomacentrus lepidogenys
OCDA_LA2S,OCDA_LA2S_P3,3,3,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P2,2,4,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P1,1,6,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P1,1,3,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P1,1,1,Pomacentrus adelus
OCDA_LA2S,OCDA_LA2S_P2,2,10,Amblyglyphidodon curacao
OCDA_LA2S,OCDA_LA2S_P2,2,2,Amblyglyphidodon curacao
OCDA_LA2S,OCDA_LA2S_P3,3,1,Neoglyphidodon polyacanthus
OCDA_LA2S,OCDA_LA2S_P2,2,1,Acanthochromis polyacanthus
OCDA_FR2S,OCDA_FR2S_P3,3,1,Amblyglyphidodon curacao
OCDA_FR2S,OCDA_FR2S_P3,3,1,Amblyglyphidodon leucogaster
OCDA_FR2S,OCDA_FR2S_P1,1,5,Plectroglyphidodon lacrymatus
OCDA_FR2S,OCDA_FR2S_P1,1,1,Amphiprion akindynos
OCDA_FR1D,OCDA_FR1D_P1,1,8,Pomacentrus brachialis
OCDA_FR1D,OCDA_FR1D_P2,2,1,Stegastes apicalis
OCDA_FR1D,OCDA_FR1D_P2,2,2,Chrysiptera rollandi
OCDA_LA2S,OCDA_LA2S_P4,4,1,Dischistodus melanotus
OCDA_LA2S,OCDA_LA2S_P1,1,5,Dascyllus aruanus
OCDA_BA1D,OCDA_BA1D_P2,2,13,Pomacentrus brachialis
OCDA_BA1D,OCDA_BA1D_P1,1,2,Pomacentrus amboinensis
ONLI_FR1S,ONLI_FR1S_P4,4,1,Amphiprion clarkii
ONLI_FR1S,ONLI_FR1S_P2,2,1,Pomacentrus vaiuli
ONLI_FR1S,ONLI_FR1S_P2,2,2,Chrysiptera brownriggii
ONLI_FR1S,ONLI_FR1S_P1,1,15,Pomacentrus imitator
ONLI_FR1S,ONLI_FR1S_P1,1,8,Dascyllus reticulatus
ONLI_FR1S,ONLI_FR1S_P1,1,10,Chromis ternatensis
TSDU_LA1S,TSDU_LA1S_P4,4,7,Pomacentrus wardi
TSDU_LA1S,TSDU_LA1S_P2,2,3,Pomacentrus wardi
TSDU_LA1S,TSDU_LA1S_P2,2,1,Pomacentrus moluccensis
TSDU_LA1S,TSDU_LA1S_P2,2,1,Halichoeres melanurus
ONLI_FL1S,ONLI_FL1S_P3,3,3,Chromis viridis
ONLI_FL1S,ONLI_FL1S_P3,3,6,Pomacentrus coelestis
ONLI_FL1S,ONLI_FL1S_P2,2,6,Pomacentrus amboinensis
ONLI_FL1S,ONLI_FL1S_P1,1,2,Pomacentrus amboinensis
TSDU_BA3S,TSDU_BA3S_P4,4,2,Pomacentrus brachialis
TSDU_BA3S,TSDU_BA3S_P4,4,1,Pseudochromis fuscus
TSDU_BA3S,TSDU_BA3S_P2,2,1,Pomacentrus grammorhynchus
TSDU_BA3S,TSDU_BA3S_P2,2,1,Pomacentrus amboinensis
TSDU_BA3S,TSDU_BA3S_P1,1,15,Pomacentrus moluccensis
TSDU_BA1S,TSDU_BA1S_P4,4,9,Pomacentrus adelus
TSDU_BA1S,TSDU_BA1S_P3,3,23,Neopomacentrus azysron
TSDU_BA1S,TSDU_BA1S_P3,3,1,Pomacentrus lepidogenys
TSDU_BA1S,TSDU_BA1S_P1,1,1,Pomacentrus wardi
TSDU_BA1S,TSDU_BA1S_P1,1,8,Pomacentrus moluccensis
TSDU_BA1S,TSDU_BA1S_P1,1,1,Pomacentrus brachialis
TSDU_BA2S,TSDU_BA2S_P4,4,2,Pomacentrus adelus
TSDU_BA2S,TSDU_BA2S_P3,3,2,Pomacentrus brachialis
TSDU_BA2S,TSDU_BA2S_P3,3,5,Pomacentrus adelus
TSDU_BA2S,TSDU_BA2S_P2,2,4,Pomacentrus moluccensis
TSDU_BA2S,TSDU_BA2S_P1,1,1,Pomacentrus amboinensis
TSDU_BA2S,TSDU_BA2S_P1,1,1,Pomacentrus imitator
ONLI_FR2S,ONLI_FR2S_P1,1,1,Plectroglyphidodon lacrymatus
ONLI_FR2S,ONLI_FR2S_P1,1,1,Synodus binotatus
ONLI_FR2S,ONLI_FR2S_P3,3,2,Plectroglyphidodon lacrymatus
ONLI_FR2S,ONLI_FR2S_P2,2,1,Pomacentrus adelus
ONLI_FR2S,ONLI_FR2S_P2,2,1,Chrysiptera rollandi
TSAU_FR2D,TSAU_FR2D_P4,4,5,Pomacentrus amboinensis
TSAU_FR2D,TSAU_FR2D_P4,4,9,Pomacentrus amboinensis
TSAU_FR2D,TSAU_FR2D_P2,2,30,Pomacentrus imitator
TSAU_FR2D,TSAU_FR2D_P2,2,5,Pomacentrus amboinensis
TSAU_FR2D,TSAU_FR2D_P1,1,1,Synodus variegatus
TSAU_FR1S,TSAU_FR1S_P3,3,10,Pomacentrus moluccensis
TSAU_FR1S,TSAU_FR1S_P3,3,25,Pomacentrus moluccensis
TSAU_FR1S,TSAU_FR1S_P1,1,100,Neopomacentrus azysron
TSAU_FR1S,TSAU_FR1S_P1,1,4,Chrysiptera rollandi
TSAU_BA2S,TSAU_BA2S_P4,4,10,Pomacentrus imitator
TSAU_BA2S,TSAU_BA2S_P4,4,1,Pomacentrus vaiuli
TSMA_BA2S,TSMA_BA2S_P1,1,2,Amblyglyphidodon curacao
TSMA_BA2S,TSMA_BA2S_P1,1,1,Neoglyphidodon melas
TSMA_BA2S,TSMA_BA2S_P2,2,10,Pomacentrus moluccensis
TSMA_BA2S,TSMA_BA2S_P3,3,4,Amblyglyphidodon curacao
TSAU_FR2S,TSAU_FR2S_P4,4,3,Pomacentrus amboinensis
TSAU_FR2S,TSAU_FR2S_P4,4,3,Cirrhilabrus punctatus
TSAU_FR2S,TSAU_FR2S_P3,3,33,Pomacentrus moluccensis
TSAU_FR2S,TSAU_FR2S_P3,3,1,Amblyglyphidodon curacao
TSAU_FR2S,TSAU_FR2S_P3,3,4,Cirrhilabrus punctatus
TSAU_FR2S,TSAU_FR2S_P3,3,1,Stethojulis strigiventer
TSAU_FR2S,TSAU_FR2S_P3,3,1,Stethojulis interrupta
TSAU_FR2S,TSAU_FR2S_P3,3,1,Cephalopholis microprion
TSAU_FR2S,TSAU_FR2S_P2,2,10,Pomacentrus adelus
TSAU_FR2S,TSAU_FR2S_P2,2,200,Neopomacentrus azysron
TSDU_FR1S,TSDU_FR1S_P4,4,2,Pomacentrus moluccensis
TSDU_FR1S,TSDU_FR1S_P3,3,3,Chrysiptera rollandi
TSDU_FR1S,TSDU_FR1S_P3,3,13,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P4,4,20,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P4,4,20,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P4,4,4,Halichoeres melanurus
TSAU_FL1S,TSAU_FL1S_P4,4,6,Chrysiptera rollandi
TSAU_FL1S,TSAU_FL1S_P3,3,5,Pomacentrus brachialis
TSAU_FL1S,TSAU_FL1S_P3,3,6,Cirrhilabrus punctatus
TSAU_FL1S,TSAU_FL1S_P2,2,30,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P2,2,15,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P2,2,2,Halichoeres melanurus
TSAU_FL1S,TSAU_FL1S_P1,1,2,Amblyglyphidodon curacao
TSAU_FL1S,TSAU_FL1S_P1,1,4,Halichoeres melanurus
TSAU_BA2S,TSAU_BA2S_P3,3,1,Halichoeres melanurus
TSAU_BA2S,TSAU_BA2S_P3,3,1,Pomacentrus lepidogenys
TSAU_BA2S,TSAU_BA2S_P1,1,5,Halichoeres melanurus
TSAU_BA2S,TSAU_BA2S_P1,1,2,Stethojulis strigiventer
TSAU_BA1S,TSAU_BA1S_P4,4,1,Halichoeres melanurus
TSAU_BA1S,TSAU_BA1S_P3,3,1,Amblyglyphidodon curacao
TSAU_BA1S,TSAU_BA1S_P3,3,10,Pomacentrus brachialis
TSAU_BA1S,TSAU_BA1S_P3,3,2,Cephalopholis cyanostigma
TSMA_FR1D,TSMA_FR1D_P4,4,5,Chrysiptera rollandi
TSMA_FR1D,TSMA_FR1D_P3,3,1,Bodianus spp
TSMA_FR1D,TSMA_FR1D_P3,3,5,Neopomacentrus azysron
TSMA_FR1D,TSMA_FR1D_P1,1,1,Neoglyphidodon melas
TSMA_FR1S,TSMA_FR1S_P4,4,50,Neopomacentrus azysron
TSMA_FR1S,TSMA_FR1S_P4,4,1,Halichoeres chloropterus
TSMA_FR1S,TSMA_FR1S_P4,4,8,Pomacentrus lepidogenys
TSMA_FR1S,TSMA_FR1S_P4,4,4,Pomacentrus amboinensis
TSMA_FR1S,TSMA_FR1S_P3,3,1,Pomacentrus lepidogenys
TSMA_FR1S,TSMA_FR1S_P2,2,1,Stegastes fasciolatus
TSMA_FR2D,TSMA_FR2D_P4,4,40,Neopomacentrus azysron
TSMA_FR2D,TSMA_FR2D_P3,3,150,Neopomacentrus azysron
TSMA_FR2D,TSMA_FR2D_P3,3,20,Pomacentrus imitator
TSMA_FR2D,TSMA_FR2D_P3,3,5,Halichoeres melanurus
TSMA_FR2D,TSMA_FR2D_P2,2,45,Neopomacentrus azysron
TSMA_FR2D,TSMA_FR2D_P2,2,17,Pomacentrus imitator
TSMA_FR2D,TSMA_FR2D_P1,1,3,Oxycheilinus spp
TSMA_FR2S,TSMA_FR2S_P4,4,1,Pomacentrus brachialis
TSMA_FR2S,TSMA_FR2S_P4,4,1,Pomacentrus imitator
TSMA_FR2S,TSMA_FR2S_P3,3,6,Pomacentrus moluccensis
TSMA_FR2S,TSMA_FR2S_P3,3,6,Pomacentrus brachialis
TSMA_FR2S,TSMA_FR2S_P2,2,10,Pomacentrus adelus
TSMA_FR2S,TSMA_FR2S_P2,2,6,Chrysiptera rollandi
TSMA_FR2S,TSMA_FR2S_P2,2,6,Pomacentrus brachialis
TSMA_FR2S,TSMA_FR2S_P1,1,1,Halichoeres chloropterus
TSMA_FR2S,TSMA_FR2S_P1,1,13,Pomacentrus amboinensis
TSMA_FR2S,TSMA_FR2S_P1,1,7,Pomacentrus adelus
TSMA_BA1D,TSMA_BA1D_P4,4,6,Pomacentrus imitator
TSMA_BA1D,TSMA_BA1D_P4,4,8,Pomacentrus imitator
TSMA_BA1D,TSMA_BA1D_P2,2,5,Chrysiptera rollandi
TSMA_BA1D,TSMA_BA1D_P1,1,3,Pomacentrus amboinensis
TSMA_BA1S,TSMA_BA1S_P3,3,5,Chrysiptera rollandi
TSMA_BA1S,TSMA_BA1S_P3,3,1,Acanthochromis polyacanthus
TSMA_BA1S,TSMA_BA1S_P2,2,17,Pomacentrus brachialis
TSMA_BA1S,TSMA_BA1S_P2,2,1,Stethojulis interrupta
TSMA_BA1S,TSMA_BA1S_P2,2,8,Pomacentrus imitator
TSMA_BA1S,TSMA_BA1S_P2,2,12,Pomacentrus moluccensis
TSMA_BA1S,TSMA_BA1S_P2,2,1,Amblyglyphidodon curacao
TSMA_BA1S,TSMA_BA1S_P1,1,45,Neopomacentrus azysron
TSMA_BA1S,TSMA_BA1S_P1,1,6,Pomacentrus adelus
TSMA_BA1S,TSMA_BA1S_P1,1,2,Halichoeres melanurus
TSMA_BA1S,TSMA_BA1S_P1,1,1,Halichoeres spp
TSMA_BA2D,TSMA_BA2D_P3,3,17,Chrysiptera rollandi
TSMA_BA2D,TSMA_BA2D_P4,4,1,Halichoeres melanurus
TSMA_LA1S,TSMA_LA1S_P4,4,3,Amblyglyphidodon curacao
TSMA_LA1S,TSMA_LA1S_P4,4,12,Pomacentrus moluccensis
TSMA_LA1S,TSMA_LA1S_P4,4,6,Pomacentrus adelus
TSMA_LA1S,TSMA_LA1S_P3,3,30,Pomacentrus moluccensis
TSMA_LA1S,TSMA_LA1S_P3,3,2,Pomacentrus adelus
TSMA_LA1S,TSMA_LA1S_P2,2,1,Amblyglyphidodon curacao
TSMA_LA1S,TSMA_LA1S_P2,2,20,Pomacentrus moluccensis
TSMA_LA1S,TSMA_LA1S_P2,2,13,Pomacentrus adelus
TSMA_LA1S,TSMA_LA1S_P1,1,28,Pomacentrus moluccensis
TSMA_LA1S,TSMA_LA1S_P1,1,14,Pomacentrus brachialis
TSMA_FL1S,TSMA_FL1S_P4,4,2,Halichoeres chloropterus
TSMA_FL1S,TSMA_FL1S_P4,4,1,Stethojulis interrupta
TSMA_FL1S,TSMA_FL1S_P3,3,12,Pomacentrus amboinensis
TSMA_FL1S,TSMA_FL1S_P3,3,60,Neopomacentrus azysron
TSMA_FL1S,TSMA_FL1S_P2,2,27,Neopomacentrus azysron
TSMA_FL1S,TSMA_FL1S_P2,2,4,Pomacentrus imitator
TSMA_FL1S,TSMA_FL1S_P2,2,2,Cirrhilabrus punctatus
TSAU_FR2S,TSAU_FR2S_P4,4,7,Pomacentrus imitator
TSAU_FR2S,TSAU_FR2S_P4,4,3,Pomacentrus amboinensis
TSAU_FR2S,TSAU_FR2S_P3,3,13,Pomacentrus moluccensis
TSAU_FR2S,TSAU_FR2S_P3,3,1,Amblyglyphidodon curacao
TSAU_FR2S,TSAU_FR2S_P2,2,3,Pomacentrus adelus
TSAU_FR2S,TSAU_FR2S_P1,1,135,Neopomacentrus azysron
TSAU_FR2S,TSAU_FR2S_P1,1,4,Pomacentrus lepidogenys
CBHE_FR2D,CBHE_FR2D_P4,4,3,Pomacentrus lepidogenys
CBHE_FR2D,CBHE_FR2D_P4,4,1,Thalassoma lunare
CBHE_FR2D,CBHE_FR2D_P3,3,1,Coris batuensis
CBHE_FR2D,CBHE_FR2D_P3,3,1,Thalassoma lunare
CBHE_FR2D,CBHE_FR2D_P3,3,1,Thalassoma lunare
CBHE_FR2D,CBHE_FR2D_P3,3,1,Halichoeres prosopeion
CBHE_FR2D,CBHE_FR2D_P2,2,5,Pomacentrus moluccensis
CBHE_FR2D,CBHE_FR2D_P2,2,1,Pomacentrus wardi
CBHE_FR2D,CBHE_FR2D_P2,2,1,Neoglyphidodon melas
CBHE_FR2D,CBHE_FR2D_P1,1,1,Pomacentrus amboinensis
CBHE_FR2D,CBHE_FR2D_P1,1,5,Pomacentrus brachialis
CBHE_FR2D,CBHE_FR2D_P1,1,1,Pomacentrus wardi
CBHE_BA1S,CBHE_BA1S_P2,2,1,Labrichthys unilineatus
CBHE_BA1S,CBHE_BA1S_P1,1,1,Pomacentrus bankanensis
CBHE_BA1S,CBHE_BA1S_P1,1,1,Pomacentrus bankanensis
CBHE_BA1S,CBHE_BA1S_P1,1,1,Pomacentrus brachialis
CBHE_FR2S,CBHE_FR2S_P4,4,3,Pomacentrus wardi
CBHE_FR2S,CBHE_FR2S_P4,4,1,Stegastes apicalis
CBHE_FR2S,CBHE_FR2S_P4,4,1,Stethojulis interrupta
CBHE_FR2S,CBHE_FR2S_P4,4,5,Cirrhilabrus punctatus
CBHE_FR2S,CBHE_FR2S_P3,3,5,Pomacentrus lepidogenys
CBHE_FR2S,CBHE_FR2S_P3,3,1,Anampses neoguinaicus
CBHE_FR2S,CBHE_FR2S_P3,3,7,Cirrhilabrus punctatus
CBHE_BA2D,CBHE_BA2D_P4,4,1,Labroides dimidiatus
CBHE_BA2D,CBHE_BA2D_P3,3,5,Pomacentrus lepidogenys
CBHE_BA2D,CBHE_BA2D_P3,3,1,Pomacentrus nagasakiensis
CBHE_FR2S,CBHE_FR2S_P3,3,4,Cirrhilabrus punctatus
CBHE_FR2S,CBHE_FR2S_P2,2,8,Pomacentrus wardi
CBHE_FR2S,CBHE_FR2S_P2,2,1,Labrichthys unilineatus
CBHE_FR2S,CBHE_FR2S_P2,2,1,Thalassoma lunare
CBHE_FR2S,CBHE_FR2S_P1,1,2,Pomacentrus moluccensis
CBHE_FR2S,CBHE_FR2S_P1,1,12,Pomacentrus lepidogenys
CBHE_FR2S,CBHE_FR2S_P1,1,2,Thalassoma lunare
CBHE_FR2S,CBHE_FR2S_P1,1,1,Labropsis australis
CBHE_FR2S,CBHE_FR2S_P1,1,1,Halichoeres nebulosus
CBHE_FR2S,CBHE_FR2S_P1,1,1,Labroides dimidiatus
CBHE_BA2D,CBHE_BA2D_P2,2,1,Pomacentrus wardi
CBHE_BA2D,CBHE_BA2D_P2,2,1,Thalassoma lunare
CBHE_BA2D,CBHE_BA2D_P1,1,2,Pomacentrus moluccensis
CBHE_BA2D,CBHE_BA2D_P1,1,2,Amblyglyphidodon curacao
CBHE_BA2D,CBHE_BA2D_P1,1,3,Pomacentrus nagasakiensis
CBHE_BA2D,CBHE_BA2D_P1,1,1,Chrysiptera talboti
CBHE_BA2D,CBHE_BA2D_P1,1,1,Labroides dimidiatus
CBHE_BA2D,CBHE_BA2D_P1,1,1,Thalassoma lunare
CBHE_BA2D,CBHE_BA2D_P1,1,2,Amphiprion perideraion
CBHE_FR1D,CBHE_FR1D_P4,4,1,Chromis atripectoralis
CBHE_FR1D,CBHE_FR1D_P4,4,1,Pomacentrus amboinensis
CBHE_BA2S,CBHE_BA2S_P4,4,10,Pomacentrus moluccensis
CBHE_BA2S,CBHE_BA2S_P4,4,1,Pomacentrus amboinensis
CBHE_BA2S,CBHE_BA2S_P3,3,4,Pomacentrus moluccensis
CBHE_BA2S,CBHE_BA2S_P3,3,1,Chrysiptera rollandi
CBHE_BA2S,CBHE_BA2S_P3,3,1,Labrichthys unilineatus
CBHE_FR1D,CBHE_FR1D_P4,4,2,Cirrhilabrus punctatus
CBHE_FR1D,CBHE_FR1D_P4,4,11,Cirrhilabrus punctatus
CBHE_FR1D,CBHE_FR1D_P3,3,1,Amblyglyphidodon curacao
CBHE_FR1D,CBHE_FR1D_P3,3,3,Pomacentrus moluccensis
CBHE_FR1D,CBHE_FR1D_P3,3,4,Pomacentrus wardi
CBHE_FR1D,CBHE_FR1D_P3,3,1,Labroides dimidiatus
CBHE_FR1D,CBHE_FR1D_P2,2,2,Acanthochromis polyacanthus
CBHE_FR1D,CBHE_FR1D_P2,2,1,Pomacentrus wardi
CBHE_FR1D,CBHE_FR1D_P2,2,1,Pomacentrus wardi
CBHE_FR1D,CBHE_FR1D_P2,2,1,Cirrhilabrus punctatus
CBHE_FR1D,CBHE_FR1D_P2,2,2,Thalassoma lunare
CBHE_FR1D,CBHE_FR1D_P2,2,1,Anampses neoguinaicus
CBHE_FR1D,CBHE_FR1D_P1,1,1,Amblyglyphidodon curacao
CBHE_FR1D,CBHE_FR1D_P1,1,1,Pomacentrus brachialis
CBHE_FR1D,CBHE_FR1D_P1,1,2,Dascyllus reticulatus
CBHE_BA2S,CBHE_BA2S_P3,3,1,Thalassoma lunare
CBHE_BA2S,CBHE_BA2S_P1,1,2,Amblyglyphidodon curacao
CBHE_BA2S,CBHE_BA2S_P1,1,1,Amblyglyphidodon curacao
CBHE_BA2S,CBHE_BA2S_P1,1,1,Pomacentrus brachialis
CBHE_BA2S,CBHE_BA2S_P1,1,3,Chromis margaritifer
KENK_FL1S,KENK_FL1S_P3,3,2,Chaetodon aureofasciatus
KENK_FL1S,KENK_FL1S_P4,4,2,Pomacentrus moluccensis
CBHE_FR1D,CBHE_FR1D_P1,1,1,Labropsis australis
CBHE_FR1D,CBHE_FR1D_P1,1,2,Plectroglyphidodon lacrymatus
CBHE_FR1S,CBHE_FR1S_P4,4,3,Pomacentrus moluccensis
CBHE_FR1S,CBHE_FR1S_P4,4,1,Acanthochromis polyacanthus
KENK_BA1S,KENK_BA1S_P4,4,1,Halichoeres melanurus
KENK_BA1S,KENK_BA1S_P3,3,2,Pomacentrus moluccensis
KENK_BA1S,KENK_BA1S_P3,3,100,Chromis nitida
KENK_BA1S,KENK_BA1S_P2,2,50,Chromis nitida
