Reef,Site,Zone,Site_Type,Site_code,Plot_ID,ID_2021,ID_2022,Class_2021,Class_2022,Area_2021,Area_2022,AreaChange,Note_2021,to_use_2021,Note_2022,to_use_for_growth,Survival
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,34,18,Pver,Pver,0.034815591,0.035887335,0.001071744,"v,12",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,39,29,Pmas,Pmas,0.098552915,0.104570115,0.0060172,"v,6,,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,18,43,Pmas,Pmas,0.024472848,0.02965537,0.005182522,,yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,16,4,Pmas,Pmas,0.208210326,0.210537212,2.33E-03,"v,1,,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,1,2,Pver,Pver,0.040416125,0.043222365,0.00280624,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P1,36,10,Spis,Spis,0.076314003,0.072738431,-3.58E-03,"v,17",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,0,3,Ahya,Ahya,0.420252703,0.440677404,0.020424701,"v,17",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,1,3,Acyt,Acyt,0.100709228,0.440677404,0.339968177,"v,18",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,2,0,Amil,Amil,0.170388,0.222488845,0.052100844,"v,16",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,4,11,Spis,Spis,0.028913975,0.026869124,-0.002044851,,yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,5,14,Pmas,Pmas,0.069340251,0.074962793,0.005622542,"v,1",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,7,8,Pmas,Pmas,0.183094615,0.199362142,0.016267526,"v,3",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,8,12,Spis,Spis,0.025684911,0.029051551,0.00336664,"v,14",yes,b,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,9,13,Pver,Pver,0.010656065,0.007461163,-0.003194902,"v,49",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,12,1,Atab,Ahya,0.13128351,0.146613515,0.015330005,"v,23",yes,pm,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,10,10,Acyt,Acyt,0.167520858,0.214961775,0.047440917,"v,13",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,11,2,Acyt,Acyt,1.798704103,1.733832235,-6.49E-02,"v,22",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,14,19,Spis,Spis,0.005869814,0.01028629,0.004416476,,yes,pm,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,13,17,Pmas,Pmas,0.592265552,0.614053734,2.18E-02,"v,5",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,16,15,Pmas,Pmas,0.07506292,0.07633072,0.0012678,"v,6",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,17,4,Pmas,Pmas,0.163021081,0.174383128,0.011362047,"v,7",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,18,9,Pmas,Pmas,0.021651648,0.024158182,0.002506534,"v,26",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P2,19,5,Spis,Spis,0.01021992,0.011402492,0.001182572,"v,15",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,6,6,Ahya,Ahya,0.112910075,0.150824824,0.037914749,"v,5",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,40,40,Ahya,Ahya,1.241648372,1.319409837,0.077761465,"v,3",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,70,70,Acyt,Acyt,0.641411981,0.802167456,0.160755475,"v,4",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,46,46,Pver,Pver,0.011739583,0.012611998,0.000872415,"v,42",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,0,45,Spis,Spis,0.002786698,0.008037522,0.005250824,"v,43",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,2,50,Spis,Ahya,0.013116719,0.188656465,0.175539746,"v,39,,pm",no,,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,52,52,Pver,Pver,0.010731348,0.011129336,0.000397987,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,60,60,Pmas,Pmas,0.051639847,0.056482538,0.004842692,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,3,50,Ahya,Ahya,0.104373041,0.188656465,0.084283424,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,39,39,Pmas,Pmas,0.281927023,0.299260662,0.017333639,"v,30",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,48,48,Pver,Pver,0.023960821,0.028023931,0.004063111,"v,41",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,4,8,Acyt,Acyt,0.572262025,0.121153545,-0.451108481,,yes,d,yes,0
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,30,30,Pmas,Pmas,0.014077381,0.017110841,0.00303346,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,26,26,Acyt,Acyt,0.443903375,0.460159925,0.01625655,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,5,51,Pver,Pver,0.02862797,0.030656138,0.002028168,"v,45",yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,8,20,Pver,Pver,0.015483073,0.021630231,0.006147158,"v,44",yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,12,12,Ahya,Ahya,0.362629812,0.465541779,0.102911968,"v,0",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,25,25,Ahya,Ahya,0.136439625,0.196633273,0.060193648,"v,2",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,24,24,Spis,Spis,0.004598252,0.007390095,0.002791843,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,38,38,Pmas,Pmas,0.116386051,0.143706735,0.027320684,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,49,49,Pmas,Pmas,0.08163723,0.092224001,0.010586771,",,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,71,71,Pver,Pver,0.037925587,0.035870082,-2.06E-03,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,59,59,Ahya,Ahya,0.281256373,0.427607391,0.146351018,"v,53",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,36,36,Spis,Spis,0.02252814,0.026270605,0.003742466,,yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,19,19,Ahya,Ahya,0.072299632,0.093590836,0.021291204,"v,6",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,23,23,Spis,Spis,0.012159289,0.015667996,0.003508706,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,11,54,Amil,Amil,0.064494339,0.060357077,-0.004137262,"v,35",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,9,9,Pmas,Pmas,0.032230637,0.035947423,0.003716786,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,20,42,Pmas,Pmas,0.079423461,0.084693081,0.00526962,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,66,66,Pver,Pver,0.026942475,0.028148773,0.001206298,"v,12",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,64,64,Pver,Pver,0.007442349,0.009475683,0.002033334,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,32,32,Pmas,Pmas,0.838028884,0.860144701,0.022115817,"v,28,,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,27,27,Pmas,Pmas,0.116949044,0.108606591,-8.34E-03,",,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,33,33,Pver,Pver,0.00474781,0.006654342,0.001906532,"v,23",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,35,63,Pmas,Pmas,0.024708227,0.024499929,-2.08E-04,"v,26",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,69,69,Pmas,Pmas,0.232459871,0.23498554,2.53E-03,"v,16,,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,37,18,Atab,Atab,0.054467237,0.085151757,0.03068452,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,21,21,Pmas,Pmas,0.498894832,0.509123766,0.010228934,"v,29,,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,13,13,Pmas,Pmas,0.162920322,0.17090992,7.99E-03,",,pm",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,16,16,Spis,Spis,0.047481877,0.036180439,-0.011301438,"v,8",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,14,14,Pver,Pver,0.005158048,0.006305723,0.001147675,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,15,29,Ahya,Ahya,0.08122018,0.141192299,0.059972119,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,17,56,Pmas,Pmas,0.039714679,0.037269418,-0.002445262,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,22,22,Ahya,Ahya,0.114855162,0.152939697,0.038084536,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,29,53,Ahya,Ahya,0.077913957,0.091807087,0.01389313,,yes,pm,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,10,10,Ahya,Ahya,0.370040843,0.392871354,0.022830511,"v,1",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,18,11,Ahya,Ahya,0.151451316,0.159543651,0.008092336,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,7,47,Spis,Spis,0.020780231,0.022701836,0.001921605,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,31,31,Spis,Spis,0.007443112,0.018029243,0.010586131,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,41,58,Pdam,Pdam,0.042424549,0.051494203,0.009069654,"v,38",yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,42,62,Pdam,Pdam,0.100037956,0.11116456,0.011126604,"v,37",yes,pm,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,43,68,Pdam,Pdam,0.050262199,0.061814452,0.011552253,,yes,,yes,1
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,44,72,Pdam,Pdam,0.015728931,0.023079737,0.007350806,"v,31",yes,bad,no,NA
OCDA,BA1,S,BA,OCDA_BA1_S,OCDA_BA1S_P3,47,57,Pdam,Pdam,0.029667705,0.039921879,0.010254174,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,6,15,Pmas,Pmas,0.009176693,0.009177266,5.72E-07,,yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,1,3,Pmas,Pmas,0.010597436,0.015913865,0.005316428,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,0,3,Pmas,Pmas,0.013673,0.015913865,0.002240865,"v,17,,pm",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,2,1,Pmas,Pmas,0.008530164,0.008507331,-2.28E-05,",,pm",yes,pm,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,8,29,Pmas,Pmas,0.02768412,0.031834088,0.004149969,"v,1",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,7,31,Pmas,Pmas,0.034881146,0.029432809,-0.005448336,"v,0",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,9,25,Pmas,Pmas,0.043673443,0.043301073,-3.72E-04,"v,2",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,10,24,Spis,Spis,0.01327991,0.013278029,-1.88E-06,,yes,m,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,11,16,Spis,Spis,0.014418722,0.017505643,0.003086921,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,12,14,Pmas,Pmas,0.005769982,0.006445421,0.00067544,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,13,12,Pmas,Pmas,0.002394407,0.002919636,0.00052523,,yes,pm,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,14,8,Spis,Spis,0.050300152,0.039200653,-0.011099499,"v,13",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,16,17,Spis,Spis,0.04957683,0.052995102,3.42E-03,"v,12",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,18,19,Pmas,Pmas,0.006680612,0.007501203,8.21E-04,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,17,20,Pmas,Pmas,0.026801584,0.029804935,0.003003351,"v,11",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,19,22,Pmas,Pmas,0.026470957,0.027249752,0.000778796,"v,14",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,20,21,Pmas,Pmas,0.134893694,0.123369849,-0.011523845,"v,15,,pm",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,21,13,Pmas,Pmas,0.02424586,0.025123424,8.78E-04,"v,16",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,23,18,Pmas,Pmas,0.001574815,0.001940493,0.000365678,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,25,32,Spis,Spis,0.001632348,0.001632012,-3.36E-07,,yes,m,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,24,27,Spis,Spis,0.010620051,0.011772189,0.001152138,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,26,33,Spis,Spis,0.02120596,0.021205692,-2.68E-07,"v,25",yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,27,28,Pmas,Pmas,0.014769438,0.016813961,0.002044523,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,28,26,Spis,Spis,0.031111029,0.03111187,8.41E-07,"v,5",yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,30,23,Spis,Spis,0.013691516,0.013693007,1.49E-06,,yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,31,0,Pmas,Pmas,0.021595699,0.023484034,0.001888335,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,32,5,Spis,Spis,0.030996515,0.037445196,0.006448681,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P2,33,11,Pmas,Pmas,0.009799867,0.01009628,2.96E-04,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,2,10,Pmas,Pmas,0.087211484,0.087525323,3.14E-04,"v,18,,pm",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,3,19,Spis,Spis,0.026967933,0.026962297,-5.64E-06,,yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,5,22,Spis,Spis,0.02272328,0.022724983,1.70E-06,,yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,6,16,Pmas,Pmas,0.021933723,0.021950155,1.64E-05,"v,3",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,7,9,Spis,Spis,0.004577387,0.007199356,0.002621969,"v,32",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,8,0,Pmas,Pmas,0.03031841,0.032101805,0.001783395,"v,16",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,9,3,Pmas,Pmas,0.027015435,0.024227663,-0.002787772,"v,2",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,10,20,Pver,Pver,0.021270797,0.021270975,1.78E-07,"v,24",yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,11,17,Pmas,Pmas,0.004284251,0.004912532,0.000628281,"v,23",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,13,15,Pmas,Pmas,0.003153418,0.002894708,-0.00025871,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,12,14,Pmas,Pmas,0.007160508,0.00620106,-0.000959448,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,14,11,Pmas,Pmas,0.004897461,0.004040528,-0.000856933,"v,1",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,15,5,Spis,Spis,0.023502116,0.020886452,-0.002615664,"v,0",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,16,4,Pver,Pver,0.006457331,0.008070615,0.001613284,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,17,2,Pmas,Pmas,0.008467002,0.008943223,0.00047622,"v,13",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,19,7,Pmas,Pmas,0.006357184,0.007307463,0.000950279,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,20,12,Pver,Pver,0.010011399,0.013737107,0.003725709,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,21,18,Pmas,Pmas,0.011328489,0.009879855,-0.001448634,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,22,23,Spis,Spis,0.044565467,0.04456474,-7.27E-07,,yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,23,21,Spis,Spis,0.003914705,0.003914959,2.54E-07,"v,43",yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P3,24,24,Pdam,Pdam,0.004355523,0.006848293,0.00249277,"v,52",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,0,7,Pmas,Pmas,0.094777397,0.104794335,0.010016938,,yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,1,0,Pmas,Pmas,0.018874948,0.020780651,0.001905703,"v,6",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,2,1,Pmas,Pmas,0.005816672,0.006923075,0.001106402,"v,7",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,3,2,Pmas,Pmas,0.075019278,0.078762205,3.74E-03,"v,3",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,4,8,Pmas,Pmas,0.018248736,0.019855028,0.001606293,"v,27",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,5,10,Pmas,Pmas,0.038381818,0.044437063,0.006055245,"v,1",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,6,11,Pmas,Pmas,0.018507781,0.021772754,0.003264972,"v,2",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,7,12,Pmas,Pmas,0.01288217,0.016296361,0.003414191,"v,4",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,8,3,Pmas,Pmas,0.073461007,0.087754431,0.014293424,"v,0",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,9,4,Pmas,Pmas,0.001437567,0.001437553,-1.38E-08,"v,26",yes,bad,no,NA
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,10,9,Spis,Spis,0.045585018,0.053139635,0.007554617,"v,9",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,11,5,Pdam,Pdam,0.026600448,0.023695502,-0.002904945,"v,21",yes,pm,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,12,13,Spis,Spis,0.001245958,0.001062501,-0.000183457,"v,11",yes,,yes,1
OCDA,BA2,D,BA,OCDA_BA2_D,OCDA_BA2D_P4,13,0,Spis,Spis,0.002796311,0,-0.002796311,,yes,bad,no,NA
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,2,5,Ahya,Ahya,0.150662515,0.196777771,0.046115257,"v,0",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,3,11,Ahya,Ahya,0.056784013,0.09409204,0.037308027,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,5,17,Spis,Spis,0.00284591,0.00210761,-0.0007383,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,6,14,Spis,Spis,0.00433202,0.007520734,0.003188713,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,7,49,Spis,Spis,0.003426618,0.009457597,0.006030979,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,8,47,Spis,Spis,0.016761371,0.025021228,0.008259857,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,9,45,Spis,Spis,0.005352795,0.009592507,0.004239712,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,10,37,Spis,Spis,0.004523393,0.010244582,0.005721189,"v,36",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,11,33,Spis,Spis,0.010332456,0.015446987,0.00511453,,yes,pm,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,12,18,Spis,Spis,0.005444399,0.0114059,0.005961501,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,15,26,Ahya,Ahya,0.176102049,0.257675426,0.081573377,"v,6",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,16,9,Pver,Pver,0.021782907,0.026724502,0.004941595,"v,10",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,17,0,Spis,Spis,0.004613987,0.004613,-9.87E-07,"v,29",yes,bad,no,NA
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,18,19,Spis,Spis,0.002568164,0.003562351,0.000994187,"v,16",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,19,21,Pver,Pver,0.018295347,0.020774745,0.002479398,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,20,36,Pver,Pver,0.021602306,0.031454838,0.009852532,"v,31",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,21,38,Pmas,Pmas,0.072420199,0.076079629,0.003659431,"v,30,,pm",yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,22,42,Pmas,Pmas,0.001808433,0.002311642,0.000503208,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,23,44,Pmas,Pmas,0.001652196,0.002177285,0.000525089,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,24,41,Pmas,Pmas,0.010094508,0.010397353,0.000302845,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,26,48,Pmas,Pmas,0.005015033,0.006704381,0.001689348,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,25,46,Pmas,Pmas,0.015289537,0.017716026,0.002426488,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,27,43,Spis,Spis,0.002837633,0.002833501,-4.13E-06,,yes,d,yes,0
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,28,40,Spis,Spis,0.008122719,0.010232322,0.002109603,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,29,27,Ahya,Ahya,0.253795926,0.367400914,0.113604988,"v,3",yes,o,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,30,23,Spis,Spis,0.006376749,0.010913755,0.004537006,,yes,,yes,1
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,31,22,Pver,Pver,0.003285002,0.003285002,0,,yes,bad,no,NA
OCDA,BA2,S,BA,OCDA_BA2_S,OCDA_BA2S_P1,32,34,Pver,Pver,0.033651696,0.033651696,0,"v,9",yes,bad,no,NA
